City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
315,Sumbe,-11.2061,13.8437,77.04,87,93,3.89,AO,2021-12-12 04:46:32
316,Vad,55.5301,44.2114,10.71,90,13,7.99,RU,2021-12-12 04:46:33
317,Ilhabela,-23.7781,-45.3581,72.54,79,83,5.93,BR,2021-12-12 04:46:33
318,Alyangula,-13.8483,136.4192,91.27,55,54,8.05,AU,2021-12-12 04:47:34
319,Portland,45.5234,-122.6762,46.98,93,75,1.01,US,2021-12-12 04:42:44
320,Khanpur,28.6453,70.6567,69.48,17,80,2.77,PK,2021-12-12 04:47:34
321,Umm Kaddadah,13.6017,26.6876,63.19,32,5,11.56,SD,2021-12-12 04:47:34
322,Ayna,-12.65,-73.9167,62.76,92,100,0.45,PE,2021-12-12 04:47:35
323,Bud,39.447,-86.1758,33.82,82,0,7.94,US,2021-12-12 04:47:35
324,Brainerd,46.358,-94.2008,28.65,80,1,11.5,US,2021-12-12 04:47:35
325,Yar-Sale,66.8333,70.8333,-3.01,99,94,0.78,RU,2021-12-12 04:47:36
326,Vitim,59.4511,112.5578,1.51,96,100,3.04,RU,2021-12-12 04:47:36
327,Gao,16.6362,1.637,66.81,13,35,11.32,ML,2021-12-12 04:47:36
328,Menges,46.1669,14.575,28.53,93,90,4.61,SI,2021-12-12 04:47:37
329,Formosa,-26.1775,-58.1781,75.69,54,86,4.85,AR,2021-12-12 04:47:37
330,Pacifica,37.6138,-122.4869,51.67,83,75,1.99,US,2021-12-12 04:47:37
331,Muli,2.9167,73.5667,79.7,83,100,19.91,MV,2021-12-12 04:47:38
332,Jacareacanga,-6.2222,-57.7528,74.05,100,100,0.4,BR,2021-12-12 04:47:38
333,Torbay,47.6666,-52.7314,37.76,96,90,16.11,CA,2021-12-12 04:47:38
334,Svencioneliai,55.1667,26.0,30.18,99,100,2.93,LT,2021-12-12 04:47:39
335,Broome,42.2506,-75.833,41.85,67,90,7.0,US,2021-12-12 04:47:39
336,San Cristobal,7.7669,-72.225,66.38,94,97,2.68,VE,2021-12-12 04:47:39
337,Sechura,-5.5569,-80.8222,68.65,78,97,10.22,PE,2021-12-12 04:47:40
338,Nadym,65.5333,72.5167,-11.34,100,67,3.02,RU,2021-12-12 04:47:40
339,Itarema,-2.9248,-39.9167,80.26,77,21,14.54,BR,2021-12-12 04:47:40
340,Ilulissat,69.2167,-51.1,19.42,58,95,4.61,GL,2021-12-12 04:47:41
341,Kawalu,-7.3817,108.2082,88.66,51,27,5.82,ID,2021-12-12 04:47:41
342,Port Hueneme,34.1478,-119.1951,57.69,60,1,5.75,US,2021-12-12 04:47:41
343,La Palma,33.8464,-118.0467,57.94,66,1,0.0,US,2021-12-12 04:46:38
344,Batagay-Alyta,67.8006,130.4114,-23.6,99,99,1.88,RU,2021-12-12 04:47:42
345,Pocatello,42.8713,-112.4455,33.71,41,90,18.99,US,2021-12-12 04:47:42
346,Arlit,18.7369,7.3853,64.15,10,61,4.99,NE,2021-12-12 04:47:43
347,Acapulco,16.8634,-99.8901,76.93,84,4,2.59,MX,2021-12-12 04:46:43
348,Santa Fe,-31.6333,-60.7,77.02,65,30,3.0,AR,2021-12-12 04:47:43
349,Prachuap Khiri Khan,12.2167,99.75,79.11,58,13,9.57,TH,2021-12-12 04:47:44
350,Northam,51.0333,-4.2167,54.43,97,100,17.16,GB,2021-12-12 04:47:44
351,Inongo,-1.95,18.2667,70.14,99,100,6.24,CD,2021-12-12 04:47:44
352,Roald,62.5833,6.1333,43.32,75,100,16.11,NO,2021-12-12 04:47:45
353,Nerchinskiy Zavod,51.3088,119.61,0.81,73,6,2.33,RU,2021-12-12 04:47:45
354,Buriti,-22.9302,-45.3881,66.2,86,77,3.0,BR,2021-12-12 04:47:45
355,Mbandaka,0.0487,18.2603,74.73,85,100,3.8,CD,2021-12-12 04:47:46
356,Whitehorse,60.7161,-135.0538,6.03,77,90,11.99,CA,2021-12-12 04:45:21
357,Pioner,55.3166,85.9508,13.44,72,20,6.71,RU,2021-12-12 04:47:46
358,Elliot,-31.3333,27.85,67.51,58,92,5.32,ZA,2021-12-12 04:47:46
359,Kaeo,-35.1,173.7833,74.32,91,91,4.5,NZ,2021-12-12 04:47:47
360,Canutama,-6.5339,-64.3831,73.69,99,100,2.95,BR,2021-12-12 04:47:47
361,Hurricane,37.1753,-113.2899,36.99,40,35,5.08,US,2021-12-12 04:47:47
362,Lavrentiya,65.5833,-171.0,-13.74,85,7,8.1,RU,2021-12-12 04:47:48
363,La Primavera,5.4906,-70.4092,76.42,68,65,4.81,CO,2021-12-12 04:47:48
364,Victor Harbor,-35.5667,138.6167,96.46,25,5,2.57,AU,2021-12-12 04:47:48
365,Juneau,58.3019,-134.4197,30.25,96,75,0.0,US,2021-12-12 04:47:37
366,Sola,-13.8833,167.55,78.48,86,100,10.87,VU,2021-12-12 04:48:49
367,Guaratinga,-16.5667,-39.5667,75.87,98,39,2.95,BR,2021-12-12 04:48:49
368,Tame,6.461,-71.73,73.02,62,49,5.44,CO,2021-12-12 04:48:50
369,Paita,-5.0892,-81.1144,67.8,83,71,10.09,PE,2021-12-12 04:48:50
370,Harrisburg,40.2737,-76.8844,45.14,58,100,5.99,US,2021-12-12 04:48:50
371,Bethel,41.3712,-73.414,58.03,66,100,17.02,US,2021-12-12 04:48:51
372,Sur,22.5667,59.5289,72.75,51,1,1.05,OM,2021-12-12 04:48:51
373,Faanui,-16.4833,-151.75,80.56,72,62,6.82,PF,2021-12-12 04:48:51
374,Xam Nua,20.4197,104.0439,68.76,54,91,4.45,LA,2021-12-12 04:48:52
375,Fairbanks,64.8378,-147.7164,-5.91,77,75,6.91,US,2021-12-12 04:48:52
376,Taltal,-25.4,-70.4833,61.81,79,0,2.77,CL,2021-12-12 04:48:10
377,Kirando,-7.4167,30.6,76.77,62,60,5.66,TZ,2021-12-12 04:48:52
378,Huasahuasi,-11.3167,-75.6167,41.76,82,84,2.71,PE,2021-12-12 04:48:53
379,Merrill,45.1805,-89.6835,21.97,86,1,4.61,US,2021-12-12 04:45:46
380,Cayenne,4.9333,-52.3333,78.84,89,90,5.99,GF,2021-12-12 04:48:53
381,Marapanim,-0.7175,-47.6997,75.43,92,29,3.74,BR,2021-12-12 04:48:54
382,Kirkwall,58.9848,-2.9587,44.94,87,87,10.36,GB,2021-12-12 04:48:54
383,Homer,59.6425,-151.5483,17.47,71,1,5.75,US,2021-12-12 04:48:54
384,Khasan,42.4308,130.6434,25.63,49,1,29.24,RU,2021-12-12 04:48:55
385,Khuzdar,27.7384,66.6434,58.24,10,91,2.42,PK,2021-12-12 04:48:55
386,Coquimbo,-29.9533,-71.3436,58.73,88,0,3.44,CL,2021-12-12 04:48:55
387,Svetlyy,54.675,20.1347,28.45,91,84,10.11,RU,2021-12-12 04:48:56
388,San Andres,12.5847,-81.7006,80.62,78,20,10.36,CO,2021-12-12 04:48:56
389,Mandeville,18.0417,-77.5071,71.65,92,4,3.65,JM,2021-12-12 04:48:56
390,Mwingi,-0.9344,38.0601,67.68,85,19,2.57,KE,2021-12-12 04:48:57
391,Vega De Alatorre,20.0333,-96.6333,73.26,93,90,18.21,MX,2021-12-12 04:48:57
392,Carbonia,39.1672,8.5222,45.0,81,5,4.9,IT,2021-12-12 04:48:57
393,Yulara,-25.2406,130.9889,102.04,10,1,14.97,AU,2021-12-12 04:48:58
394,Kulunda,52.566,78.9385,10.02,91,100,6.87,RU,2021-12-12 04:48:58
395,Dunedin,-45.8742,170.5036,59.81,52,18,8.01,NZ,2021-12-12 04:47:39
396,Vani,42.0832,42.5216,49.69,53,0,12.66,GE,2021-12-12 04:48:58
397,Bosanska Kostajnica,45.2159,16.5444,35.58,78,100,6.91,HR,2021-12-12 04:48:59
398,La Ronge,55.1001,-105.2842,8.85,92,75,2.3,CA,2021-12-12 04:48:59
399,Olafsvik,64.8945,-23.7142,40.91,91,99,20.71,IS,2021-12-12 04:48:59
400,Nyurba,63.2842,118.3319,-31.97,99,88,2.01,RU,2021-12-12 04:49:00
401,Flin Flon,54.7682,-101.865,9.79,97,100,3.42,CA,2021-12-12 04:49:00
402,Sai Buri,6.7013,101.6168,86.83,63,69,6.98,TH,2021-12-12 04:49:01
403,Lac-Megantic,45.5834,-70.8823,41.92,75,100,19.33,CA,2021-12-12 04:49:01
404,Shizuishan,39.2333,106.7694,27.32,31,0,6.82,CN,2021-12-12 04:49:01
405,Avera,33.194,-82.5271,62.47,77,100,9.26,US,2021-12-12 04:49:01
406,Barra,-11.0894,-43.1417,74.46,85,100,4.63,BR,2021-12-12 04:48:12
407,Mawlaik,23.6333,94.4167,76.77,42,30,3.15,MM,2021-12-12 04:49:02
408,Celestun,20.8667,-90.4,76.84,67,73,10.49,MX,2021-12-12 04:49:02
409,Morrope,-6.5417,-80.0111,67.78,79,100,12.71,PE,2021-12-12 04:49:03
410,Dali,25.7,100.1833,61.0,41,3,2.42,CN,2021-12-12 04:49:03
411,Lasa,46.6166,10.7002,31.08,84,33,8.57,IT,2021-12-12 04:49:03
412,Trincomalee,8.5711,81.2335,82.08,78,21,14.29,LK,2021-12-12 04:49:04
413,Jacmel,18.2342,-72.5347,80.44,80,0,5.86,HT,2021-12-12 04:50:04
414,Anadyr,64.75,177.4833,-28.7,75,0,11.18,RU,2021-12-12 04:50:05
415,Peniche,39.3558,-9.3811,52.09,85,36,5.91,PT,2021-12-12 04:50:05
416,Sungairaya,0.7,108.9,84.76,71,92,6.76,ID,2021-12-12 04:50:05
417,Talakan,50.3167,130.3667,12.45,91,100,9.86,RU,2021-12-12 04:50:06
418,Altay,47.8667,88.1167,18.99,63,0,4.16,CN,2021-12-12 04:50:06
419,Brae,60.3964,-1.353,46.31,74,68,19.24,GB,2021-12-12 04:50:06
420,Lipari,38.4674,14.954,54.32,65,79,19.1,IT,2021-12-12 04:50:07
421,Veraval,20.9,70.3667,79.92,48,0,6.8,IN,2021-12-12 04:50:07
422,Uvinza,-5.1036,30.3911,68.79,92,92,5.57,TZ,2021-12-12 04:50:07
423,Cervo,43.6702,-7.4101,41.2,83,39,5.66,ES,2021-12-12 04:50:08
424,Keetmanshoop,-26.5833,18.1333,68.85,25,0,3.4,NA,2021-12-12 04:50:08
425,Portobelo,9.55,-79.65,77.74,84,28,11.81,PA,2021-12-12 04:50:08
426,Lar,26.2039,83.9717,70.75,37,9,1.63,IN,2021-12-12 04:50:09
427,Ngunguru,-35.6167,174.5,74.16,93,81,7.36,NZ,2021-12-12 04:50:09
428,Botou,38.0667,116.5667,37.51,20,5,10.22,CN,2021-12-12 04:50:09
429,Kortkeros,61.8106,51.5806,-5.8,88,51,6.67,RU,2021-12-12 04:50:10
430,Newton Stewart,54.9578,-4.4832,48.15,96,93,1.77,GB,2021-12-12 04:50:10
431,Mayna,54.1135,47.6231,16.14,78,9,4.74,RU,2021-12-12 04:50:10
432,Kysyl-Syr,63.8986,122.7617,-31.95,100,94,2.84,RU,2021-12-12 04:50:11
433,Izazi,-7.2,35.7333,77.67,59,36,1.43,TZ,2021-12-12 04:50:11
434,Isangel,-19.55,169.2667,86.11,79,75,4.61,VU,2021-12-12 04:50:11
435,Moshi,-3.35,37.3333,69.37,73,39,2.93,TZ,2021-12-12 04:50:11
436,Aklavik,68.2191,-135.0107,-3.17,91,100,18.59,CA,2021-12-12 04:50:12
437,Los Aquijes,-14.0967,-75.6908,59.67,84,33,2.42,PE,2021-12-12 04:50:12
438,Samarinda,-0.5,117.15,89.89,56,100,5.21,ID,2021-12-12 04:50:13
439,Porangatu,-13.4408,-49.1486,71.53,97,100,0.85,BR,2021-12-12 04:50:13
440,Gunjur,13.2019,-16.7339,69.87,94,31,0.0,GM,2021-12-12 04:50:13
441,Bay Roberts,47.5999,-53.2648,38.52,93,100,1.99,CA,2021-12-12 04:50:14
442,Stephenville,32.2207,-98.2023,39.16,61,1,0.0,US,2021-12-12 04:50:14
443,College,64.8569,-147.8028,-7.01,77,90,4.61,US,2021-12-12 04:50:14
444,Boyolangu,-8.1181,111.8935,87.03,63,34,10.51,ID,2021-12-12 04:50:15
445,Tambopata,-12.7333,-69.1833,76.03,87,99,4.05,PE,2021-12-12 04:50:15
446,Gobabis,-22.45,18.9667,72.93,52,100,9.69,NA,2021-12-12 04:50:15
447,Nhulunbuy,-12.2333,136.7667,95.61,46,40,11.5,AU,2021-12-12 04:50:16
448,Moville,42.4889,-96.0725,29.89,85,66,8.3,US,2021-12-12 04:50:16
449,Acri,39.4929,16.3838,40.33,94,90,0.0,IT,2021-12-12 04:50:16
450,Lujan,-34.5703,-59.105,74.98,80,9,8.41,AR,2021-12-12 04:50:17
451,Walvis Bay,-22.9575,14.5053,58.08,100,4,9.22,NA,2021-12-12 04:50:17
452,Yuli,9.6989,10.2744,69.1,26,84,6.62,NG,2021-12-12 04:50:17
453,Mae Sai,20.4335,99.8762,79.45,52,0,2.86,TH,2021-12-12 04:50:18
454,Balotra,25.8333,72.2333,70.03,24,8,8.16,IN,2021-12-12 04:50:18
455,Marawi,7.9986,124.2928,75.65,81,99,5.39,PH,2021-12-12 04:50:18
456,Khromtau,50.2503,58.4347,9.25,84,17,21.68,KZ,2021-12-12 04:50:19
457,Puri,19.8,85.85,77.52,63,32,9.62,IN,2021-12-12 04:50:19
458,Cururupu,-1.8283,-44.8683,77.25,82,58,4.25,BR,2021-12-12 04:50:19
459,Tura,25.5198,90.2201,73.24,33,0,0.51,IN,2021-12-12 04:50:20
460,Bluefields,12.0137,-83.7635,74.8,91,2,3.71,NI,2021-12-12 04:50:20
461,Kaoma,-14.7833,24.8,71.22,45,77,6.98,ZM,2021-12-12 04:51:21
462,Kijang,35.2442,129.2139,55.13,46,50,14.41,KR,2021-12-12 04:51:21
463,Marrakesh,31.6315,-8.0083,44.67,70,0,4.61,MA,2021-12-12 04:48:17
464,Neryungri,56.6709,124.6491,-10.52,94,55,2.84,RU,2021-12-12 04:51:22
465,Bose,45.4612,8.0137,36.16,46,40,4.94,IT,2021-12-12 04:51:22
466,Panacan,9.2463,118.4082,83.59,78,100,11.34,PH,2021-12-12 04:51:22
467,Gryazi,52.4966,39.9359,25.72,78,29,9.24,RU,2021-12-12 04:51:23
468,Srandakan,-7.9386,110.2506,77.74,66,96,8.68,ID,2021-12-12 04:51:23
469,Souillac,-20.5167,57.5167,83.35,69,75,13.8,MU,2021-12-12 04:51:23
470,Sorland,67.667,12.6934,38.75,75,98,10.67,NO,2021-12-12 04:51:24
471,Port Macquarie,-31.4333,152.9167,74.89,64,47,19.57,AU,2021-12-12 04:51:24
472,Pio Xii,-3.8325,-45.1525,75.58,91,83,3.51,BR,2021-12-12 04:51:24
473,Evensk,61.95,159.2333,4.68,57,95,18.03,RU,2021-12-12 04:51:25
474,Ciudad Bolivar,8.1222,-63.5497,76.17,86,96,7.74,VE,2021-12-12 04:51:25
475,Bilibino,68.0546,166.4372,-40.41,98,17,3.74,RU,2021-12-12 04:51:25
476,Mazagao,-0.115,-51.2894,80.65,95,67,3.0,BR,2021-12-12 04:51:26
477,Trinidad,-14.8333,-64.9,73.26,99,89,3.89,BO,2021-12-12 04:51:26
478,Lompoc,34.6391,-120.4579,54.12,80,1,3.44,US,2021-12-12 04:51:27
479,Ambilobe,-13.2,49.05,83.88,46,97,3.83,MG,2021-12-12 04:51:27
480,Tela,15.7833,-87.45,77.22,89,1,2.68,HN,2021-12-12 04:51:27
481,Camacha,33.0833,-16.3333,61.54,82,40,8.05,PT,2021-12-12 04:51:27
482,Wanlaweyn,2.6185,44.8938,79.03,66,14,17.58,SO,2021-12-12 04:51:28
483,Ushtobe,45.2514,77.9838,35.46,43,100,6.89,KZ,2021-12-12 04:51:28
484,Saint-Esteve,42.7131,2.843,51.62,66,0,14.97,FR,2021-12-12 04:51:28
485,Shelburne,44.0787,-80.2041,33.69,75,83,20.27,CA,2021-12-12 04:51:29
486,Sarangani,5.4033,125.4636,83.71,76,91,14.32,PH,2021-12-12 04:51:29
487,Rundu,-17.9333,19.7667,69.15,79,96,2.95,NA,2021-12-12 04:51:30
488,Kupang,-10.1667,123.5833,77.58,100,75,6.91,ID,2021-12-12 04:51:30
489,Shubarkuduk,49.1447,56.4872,17.19,67,6,17.96,KZ,2021-12-12 04:51:30
490,Bilma,18.6853,12.9164,59.99,14,38,6.62,NE,2021-12-12 04:51:31
491,Oranjestad,12.524,-70.027,78.75,90,20,5.99,AW,2021-12-12 04:51:31
492,Zhigansk,66.7697,123.3711,-10.8,98,100,8.93,RU,2021-12-12 04:51:32
493,Ust-Kuyga,70.0167,135.6,-28.59,100,94,3.74,RU,2021-12-12 04:51:32
494,Tres Lagoas,-20.7511,-51.6783,73.65,50,45,4.09,BR,2021-12-12 04:51:32
495,Talaja,21.35,72.05,71.55,48,0,10.98,IN,2021-12-12 04:51:33
496,Port Moresby,-9.4431,147.1797,90.82,58,75,17.27,PG,2021-12-12 04:49:22
497,Intibuca,14.3167,-88.1667,56.75,91,14,2.98,HN,2021-12-12 04:51:33
498,Juan De Acosta,10.8281,-75.0334,78.39,83,99,10.58,CO,2021-12-12 04:51:33
499,Jizan,17.3333,42.6667,68.94,27,13,3.65,SA,2021-12-12 04:51:34
500,East London,-33.0153,27.9116,67.14,94,90,4.61,ZA,2021-12-12 04:48:21
501,Sokolo,14.7328,-6.1219,70.09,11,100,9.51,ML,2021-12-12 04:51:34
502,Christchurch,-43.5333,172.6333,60.91,60,90,7.0,NZ,2021-12-12 04:48:21
503,Villa Carlos Paz,-31.4241,-64.4978,70.25,88,2,1.99,AR,2021-12-12 04:52:35
504,Camacupa,-12.0167,17.4833,61.3,95,100,2.86,AO,2021-12-12 04:52:35
505,Zhucheng,35.9947,119.3975,40.15,29,72,17.65,CN,2021-12-12 04:52:36
506,Plaridel,14.8872,120.8572,89.64,65,95,14.81,PH,2021-12-12 04:52:36
507,Cap Malheureux,-19.9842,57.6142,83.46,61,24,10.0,MU,2021-12-12 04:52:36
508,Verkhnevilyuysk,63.4453,120.3167,-34.33,99,80,2.3,RU,2021-12-12 04:52:37
509,Znin,52.8496,17.7199,27.32,94,100,6.64,PL,2021-12-12 04:52:37
510,Nyandoma,61.669,40.1991,8.69,88,92,8.1,RU,2021-12-12 04:52:37
511,Adeje,28.1227,-16.726,66.56,63,75,1.01,ES,2021-12-12 04:52:38
512,Zyryanka,65.75,150.85,-47.33,98,69,1.01,RU,2021-12-12 04:52:38
513,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,71.74,99,100,2.1,BR,2021-12-12 04:52:38
514,Mont-Dore,-22.2833,166.5833,86.0,99,99,10.11,NC,2021-12-12 04:52:39
515,Visnes,59.3556,5.2242,43.21,93,90,19.57,NO,2021-12-12 04:52:39
516,Koscierzyna,54.1223,17.9812,29.3,97,85,8.16,PL,2021-12-12 04:52:39
517,Mackay,-21.15,149.2,86.68,70,15,20.71,AU,2021-12-12 04:52:40
518,Rabaul,-4.1967,152.1721,84.56,74,64,12.68,PG,2021-12-12 04:52:40
519,Teya,60.3778,92.6267,8.56,93,100,1.97,RU,2021-12-12 04:52:41
520,Zaozerne,45.1582,33.2787,55.94,69,100,14.52,UA,2021-12-12 04:52:41
521,Ipilan,8.8431,117.9033,84.49,75,100,11.14,PH,2021-12-12 04:52:41
522,Goma,-1.6792,29.2228,66.49,82,75,6.91,CD,2021-12-12 04:52:42
523,Wajima,37.4,136.9,54.28,93,75,9.22,JP,2021-12-12 04:52:42
524,Berlevag,70.8578,29.0864,28.26,78,100,11.07,NO,2021-12-12 04:52:42
525,Machhlishahr,25.6833,82.4167,64.35,41,11,3.18,IN,2021-12-12 04:52:43
526,Omsukchan,62.5333,155.8,-15.38,96,97,2.21,RU,2021-12-12 04:52:43
527,Mbarara,-0.608,30.65,64.83,86,97,0.78,UG,2021-12-12 04:52:43
528,Omboue,-1.5746,9.2618,75.04,95,100,5.1,GA,2021-12-12 04:52:44
529,Hovd,48.0056,91.6419,11.05,56,0,1.72,MN,2021-12-12 04:52:44
530,Staryy Nadym,65.6118,72.6842,-13.52,100,70,2.62,RU,2021-12-12 04:52:44
531,Chase,50.8165,-119.6857,41.88,69,77,13.89,CA,2021-12-12 04:52:45
532,Husavik,66.0449,-17.3389,39.36,80,91,18.52,IS,2021-12-12 04:52:45
533,Nipawin,53.3668,-104.0009,21.24,93,1,13.8,CA,2021-12-12 04:52:45
534,Nurota,40.5614,65.6886,41.09,68,45,3.6,UZ,2021-12-12 04:52:46
535,Laguna,38.421,-121.4238,51.3,77,1,1.01,US,2021-12-12 04:52:46
536,Sangar,63.9242,127.4739,-10.86,95,100,5.88,RU,2021-12-12 04:52:46
537,Port Hedland,-20.3167,118.5667,91.45,70,3,17.27,AU,2021-12-12 04:52:47
538,Dyatkovo,53.5978,34.3382,31.86,93,99,8.3,RU,2021-12-12 04:52:47
